105/08/24,110000,126900,1.15,1.16,1.13,1.16,+0.03,5
105/08/25,120000,132000,1.10,1.10,1.10,1.10,-0.06,2
105/08/26,50000,53300,1.07,1.07,1.06,1.06,-0.04,3
105/08/29,10000,10800,1.08,1.08,1.08,1.08,+0.02,1
105/08/30,40000,43200,1.06,1.09,1.06,1.09,+0.01,3
105/08/31,88000,103770,1.25,1.25,1.17,1.18,+0.09,3
105/09/01,0,0,---,---,---,---,---,0
105/09/02,50000,51100,1.03,1.03,1.02,1.02,-0.08,2
105/09/05,56000,57680,1.03,1.03,1.03,1.03,+0.01,1
105/09/06,35000,36950,1.05,1.07,1.05,1.07,+0.04,2
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,17000,16730,0.99,0.99,0.98,0.98,-0.03,2
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,30000,24600,0.82,0.82,0.82,0.82,-0.09,1
105/09/19,0,0,---,---,---,---,---,0
105/09/20,10000,8200,0.82,0.82,0.82,0.82,0.00,1
105/09/21,20000,16400,0.82,0.82,0.82,0.82,0.00,2
105/09/22,10000,8300,0.83,0.83,0.83,0.83,+0.01,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,250000,82500,0.33,0.33,0.33,0.33,-0.02,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
